rootAge_hpd_min,1918
rootAge_hpd_max,1949
rootAge_mean,1935
rootAge_median,1935
clockRate_hpd_min,2.20$ \times 10^{-4}$
clockRate_hpd_max,3.49$ \times 10^{-4}$
clockRate_mean,2.68$ \times 10^{-4}$
clockRate_median,2.63$ \times 10^{-4}$
latentBranches_hpd_min,7
latentBranches_hpd_max,9
latentBranches_mean,7.6
latentBranches_median,7
latentStateRate_hpd_min,0.05
latentStateRate_hpd_max,0.13
latentStateRate_mean,0.08
latentStateRate_median,0.07
latentStateBias_hpd_min,0.656
latentStateBias_hpd_max,0.942
latentStateBias_mean,0.81
latentStateBias_median,0.82
