rootAge_hpd_min,1911
rootAge_hpd_max,1950
rootAge_mean,1930
rootAge_median,1933
clockRate_hpd_min,1.86$ \times 10^{-4}$
clockRate_hpd_max,3.38$ \times 10^{-4}$
clockRate_mean,2.65$ \times 10^{-4}$
clockRate_median,2.67$ \times 10^{-4}$
latentBranches_hpd_min,7
latentBranches_hpd_max,11
latentBranches_mean,8.2
latentBranches_median,8
latentStateRate_hpd_min,0.04
latentStateRate_hpd_max,0.13
latentStateRate_mean,0.09
latentStateRate_median,0.08
latentStateBias_hpd_min,0.648
latentStateBias_hpd_max,0.953
latentStateBias_mean,0.77
latentStateBias_median,0.78
