rootAge_hpd_min,1906
rootAge_hpd_max,1940
rootAge_mean,1928
rootAge_median,1931
clockRate_hpd_min,1.74$ \times 10^{-4}$
clockRate_hpd_max,2.84$ \times 10^{-4}$
clockRate_mean,2.26$ \times 10^{-4}$
clockRate_median,2.27$ \times 10^{-4}$
latentBranches_hpd_min,6
latentBranches_hpd_max,10
latentBranches_mean,7.3
latentBranches_median,7
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.08
latentStateRate_mean,0.06
latentStateRate_median,0.05
latentStateBias_hpd_min,0.529
latentStateBias_hpd_max,0.884
latentStateBias_mean,0.70
latentStateBias_median,0.74
