rootAge_hpd_min,1900
rootAge_hpd_max,1957
rootAge_mean,1935
rootAge_median,1940
clockRate_hpd_min,1.45$ \times 10^{-4}$
clockRate_hpd_max,3.20$ \times 10^{-4}$
clockRate_mean,2.36$ \times 10^{-4}$
clockRate_median,2.39$ \times 10^{-4}$
latentBranches_hpd_min,5
latentBranches_hpd_max,9
latentBranches_mean,6.4
latentBranches_median,6
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.11
latentStateRate_mean,0.07
latentStateRate_median,0.06
latentStateBias_hpd_min,0.416
latentStateBias_hpd_max,0.947
latentStateBias_mean,0.70
latentStateBias_median,0.72
