rootAge_hpd_min,1918
rootAge_hpd_max,1943
rootAge_mean,1934
rootAge_median,1936
clockRate_hpd_min,1.95$ \times 10^{-4}$
clockRate_hpd_max,3.08$ \times 10^{-4}$
clockRate_mean,2.55$ \times 10^{-4}$
clockRate_median,2.59$ \times 10^{-4}$
latentBranches_hpd_min,6
latentBranches_hpd_max,8
latentBranches_mean,7.1
latentBranches_median,7
latentStateRate_hpd_min,0.04
latentStateRate_hpd_max,0.09
latentStateRate_mean,0.06
latentStateRate_median,0.06
latentStateBias_hpd_min,0.394
latentStateBias_hpd_max,0.880
latentStateBias_mean,0.68
latentStateBias_median,0.73
