rootAge_hpd_min,1883
rootAge_hpd_max,1945
rootAge_mean,1917
rootAge_median,1922
clockRate_hpd_min,1.23$ \times 10^{-4}$
clockRate_hpd_max,2.89$ \times 10^{-4}$
clockRate_mean,2.09$ \times 10^{-4}$
clockRate_median,2.13$ \times 10^{-4}$
latentBranches_hpd_min,3
latentBranches_hpd_max,8
latentBranches_mean,6.1
latentBranches_median,6
latentStateRate_hpd_min,0.01
latentStateRate_hpd_max,0.07
latentStateRate_mean,0.04
latentStateRate_median,0.04
latentStateBias_hpd_min,0.396
latentStateBias_hpd_max,0.919
latentStateBias_mean,0.66
latentStateBias_median,0.67
