rootAge_hpd_min,1876
rootAge_hpd_max,1944
rootAge_mean,1917
rootAge_median,1922
clockRate_hpd_min,1.57$ \times 10^{-4}$
clockRate_hpd_max,3.06$ \times 10^{-4}$
clockRate_mean,2.32$ \times 10^{-4}$
clockRate_median,2.34$ \times 10^{-4}$
latentBranches_hpd_min,6
latentBranches_hpd_max,10
latentBranches_mean,7.4
latentBranches_median,7
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.09
latentStateRate_mean,0.06
latentStateRate_median,0.06
latentStateBias_hpd_min,0.405
latentStateBias_hpd_max,0.918
latentStateBias_mean,0.68
latentStateBias_median,0.70
