rootAge_hpd_min,1899
rootAge_hpd_max,1946
rootAge_mean,1926
rootAge_median,1928
clockRate_hpd_min,1.97$ \times 10^{-4}$
clockRate_hpd_max,3.15$ \times 10^{-4}$
clockRate_mean,2.52$ \times 10^{-4}$
clockRate_median,2.53$ \times 10^{-4}$
latentBranches_hpd_min,5
latentBranches_hpd_max,8
latentBranches_mean,6
latentBranches_median,6
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.09
latentStateRate_mean,0.05
latentStateRate_median,0.05
latentStateBias_hpd_min,0.385
latentStateBias_hpd_max,0.922
latentStateBias_mean,0.66
latentStateBias_median,0.68
