rootAge_hpd_min,1914
rootAge_hpd_max,1956
rootAge_mean,1938
rootAge_median,1941
clockRate_hpd_min,2.03$ \times 10^{-4}$
clockRate_hpd_max,3.40$ \times 10^{-4}$
clockRate_mean,2.68$ \times 10^{-4}$
clockRate_median,2.69$ \times 10^{-4}$
latentBranches_hpd_min,5
latentBranches_hpd_max,10
latentBranches_mean,7
latentBranches_median,7
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.10
latentStateRate_mean,0.06
latentStateRate_median,0.06
latentStateBias_hpd_min,0.410
latentStateBias_hpd_max,0.918
latentStateBias_mean,0.69
latentStateBias_median,0.70
