rootAge_hpd_min,1894
rootAge_hpd_max,1947
rootAge_mean,1927
rootAge_median,1932
clockRate_hpd_min,1.57$ \times 10^{-4}$
clockRate_hpd_max,3.02$ \times 10^{-4}$
clockRate_mean,2.33$ \times 10^{-4}$
clockRate_median,2.38$ \times 10^{-4}$
latentBranches_hpd_min,6
latentBranches_hpd_max,10
latentBranches_mean,7.8
latentBranches_median,7
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.11
latentStateRate_mean,0.07
latentStateRate_median,0.07
latentStateBias_hpd_min,0.416
latentStateBias_hpd_max,0.941
latentStateBias_mean,0.64
latentStateBias_median,0.66
