rootAge_hpd_min,1888
rootAge_hpd_max,1957
rootAge_mean,1929
rootAge_median,1934
clockRate_hpd_min,1.64$ \times 10^{-4}$
clockRate_hpd_max,3.29$ \times 10^{-4}$
clockRate_mean,2.53$ \times 10^{-4}$
clockRate_median,2.54$ \times 10^{-4}$
latentBranches_hpd_min,5
latentBranches_hpd_max,11
latentBranches_mean,8.1
latentBranches_median,8
latentStateRate_hpd_min,0.04
latentStateRate_hpd_max,0.12
latentStateRate_mean,0.08
latentStateRate_median,0.07
latentStateBias_hpd_min,0.406
latentStateBias_hpd_max,0.919
latentStateBias_mean,0.68
latentStateBias_median,0.69
