rootAge_hpd_min,1901
rootAge_hpd_max,1946
rootAge_mean,1926
rootAge_median,1928
clockRate_hpd_min,1.80$ \times 10^{-4}$
clockRate_hpd_max,3.12$ \times 10^{-4}$
clockRate_mean,2.45$ \times 10^{-4}$
clockRate_median,2.46$ \times 10^{-4}$
latentBranches_hpd_min,6
latentBranches_hpd_max,9
latentBranches_mean,7
latentBranches_median,7
latentStateRate_hpd_min,0.03
latentStateRate_hpd_max,0.11
latentStateRate_mean,0.07
latentStateRate_median,0.07
latentStateBias_hpd_min,0.495
latentStateBias_hpd_max,0.945
latentStateBias_mean,0.72
latentStateBias_median,0.74
